Name	Set	ImageFile	Rarity	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Species/Class	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Unyielding	FT	ST2E-EN05018	P	5P018	Event	2								Decay: 3. 						Plays in your core.  When your [Bor] personnel is about to be stopped by a dilemma, you may place a [Bor] personnel from hand on this event to prevent that.
Explicit Orders	FT	ST2E-EN05019	P	5P019	Interrupt	0														When your [Dom] personnel is attempting a mission, discard a [Dom] personnel of a different species from hand to make him or her gain the discarded personnel's skills until the end of that mission attempt.
Fitting In	FT	ST2E-EN05020	P	5P020	Interrupt	0														When your personnel is facing a dilemma, choose one for him or her to gain until the end of that dilemma: an attribute from a [Fut] personnel present; or a skill from a [Pa] personnel present.
Collapse Anti-Time Anomaly	FT	ST2E-EN05021ab	P	5P021	Mission	0	S	3	35	A	Any			Region: Neutral Zone. 		Astrometrics, Engineer, Leadership, Physics, and Cunning>36				When your personnel attempt this mission, if there are no dilemmas overcome beneath it, you may download a Q card.
Kira Nerys The Intendant	FT	ST2E-EN05022	P	5P022	Personnel	3					[Baj]	[Cmd] [AU]			Bajoran	Exobiology Intelligence Leadership Transporters 2 Treachery	2	6	5	Order - Remove a card in your discard pile from the game to download a copy of that card.  You may do this only once each turn.
Kira Taban Husband and Father	FT	ST2E-EN05023	P	5P023	Personnel	2					[Baj]	[Stf] [Pa]		Bajoran Resistance. 	Bajoran	Biology Honor Medical Physics	6	5	5	When you play this personnel, if you have a lower score than each of your opponents, score 5 points.
Dukat Prefect of Bajor	FT	ST2E-EN05024	P	5P024	Personnel	3					[Car]	[Cmd] [Pa]		Gul. 	Cardassian	Diplomacy Exobiology Leadership Officer 2 Treachery	2	6	6	When this personnel or a [Car] personnel present is about to be stopped by a dilemma, you may discard a non-[Car] personnel from hand to prevent that.  You may do this only once each turn.
Elim Garak First Officer of Terok Nor	FT	ST2E-EN05025	P	5P025	Personnel	2					[Car]	[Stf] [AU]			Cardassian	Biology Officer Programming Security 2 Treachery	2	6	6	When a personnel at this mission is about to be stopped by a dilemma, you may kill your captive to prevent that.
Borath Subconscious Projection	FT	ST2E-EN05026	P	5P026	Personnel	4					[Dom]	[Cmd] [AU]		Founder. 	Vorta	Diplomacy Leadership Medical Programming Treachery	4	6	4	Order - Stop your Jem'Hadar present to reveal the top card of your deck and an opponent's deck.  If they are the same card type, draw yours and discard the opponent's
Founder Agitator Elusive Assassin	FT	ST2E-EN05027	P	5P027	Personnel	2					[Dom]	[Stf]		Assassin. Founder. Infiltrator. Shape-shifter. 	Changeling	Physics Science Security 2 Treachery	2	6	6	Order - Return this personnel to his owner's hand to return one opponent's non-unique personnel present to his or her owner's hand for each headquarters mission that opponent commands.
James T. Kirk Living Legend	FT	ST2E-EN05028	P	5P028	Personnel	4					[Fed]	[Cmd] [E] [Pa]			Human	2 Honor Leadership	7	6	5	While this personnel is facing a dilemma that has requirements you cannot meet, you may kill this personnel to prevent any further effects of that dilemma and overcome it.
Tasha Yar Tactical Officer	FT	ST2E-EN05029	P	5P029	Personnel	3					[Fed]	[Stf] [TNG] [AU]			Human	Engineer Honor Leadership Security	7	5	6	While this personnel is attempting a mission, you may place her on top of her owner's deck to prevent one of your personnel present from being stopped by dilemmas until the end of this turn.
Worf First Officer	FT	ST2E-EN05030	P	5P030	Personnel	3					[Fed]	[Cmd] [TNG] [AU]			Klingon	Honor Leadership Navigation Officer	7	5	8	While this personnel is facing a dilemma, you may discard two cards from hand to exchange a [TNG] personnel you own present with a [TNG] personnel who has the same cost from your hand.
Korath Duplicitous Tinkerer	FT	ST2E-EN05031	P	5P031	Personnel	4					[Kli]	[Cmd] [Fut]		High Council Member. 	Klingon	Diplomacy Engineer Leadership Physics	4	6	4	When you play a non-Hand Weapon equipment, you may destroy and event that has no cards on it.
Worf Regent of the Alliance	FT	ST2E-EN05032	P	5P032	Personnel	3					[Kli]	[Cmd] [AU]		Chancellor. 	Klingon	Biology Leadership 2 Treachery	2	5	8	While this personnel is facing a dilemma, you may discard a [Car] or [Kli] personnel from hand to make this personnel attributes+3 until the end of that dilemma.
Benjamin Sisko Outlaw	FT	ST2E-EN05033ab	P	5P033	Personnel	3					[NA]	[Cmd] [AU]			Human	Acquisition Anthropology Biology Leadership Navigation	5	5	6	Order - Choose one for this personnel to gain: "Honor personnel present are Cunning +1"; or "Treachery personnel present are Cunning +1". This effect lasts until this order is executed again.
Daniels Temporal Enforcer	FT	ST2E-EN05034	P	5P034	Personnel	3					[NA]	[Stf] [Fut]			Alien/Human	Anthropology Archaeology Engineer Intelligence Physics Security	6	6	6	When this personnel is killed, shuffle him into his owner's deck.
Miles O'Brien "Smiley"	FT	ST2E-EN05035	P	5P035	Personnel	4					[NA]	[Cmd] [AU]			Human	Engineer Leadership Physics Transporters	5	6	6	When you play a ship at this mission, if you have played no other ships this turn, it is cost-1 for each of your Engineer personnel at this mission.
The Traveler Transcendent Explorer	FT	ST2E-EN05036	P	5P036	Personnel	2					[NA]	[Stf]			Alien	Anthropology Astrometrics Engineer Honor 2 Physics Science	6	8	3	When this personnel is stopped by a dilemma, place him on the bottom of his owner's deck.
Tomalak Irate Commander	FT	ST2E-EN05037	P	5P037	Personnel	2					[Rom]	[Cmd] [AU]		Commander: Terix. 	Romulan	Diplomacy Exobiology Leadership Officer	4	6	7	At the start of each of your turns, you may stop your [Rom] personnel present to reveal the top card of each player's deck.
B'tanay	FT	ST2E-EN05038	P	5P038	Ship	7					[Baj]	[AU]	[Cmd] [Cmd] [Stf] [Stf]		Ornathia		9	9	9	When you play this ship, remove all the cards in your discard pile from the game.
Sphere 634	FT	ST2E-EN05039	P	5P039	Ship	6					[Bor]		[Stf] [Stf] [Stf] [Stf]		Sphere		9	10	9	When this ship is about to move between an [AQ] mission and a [DQ] mission, do not add 2 to the span total of those missions.
U.S.S. Enterprise-D Personal Flagship	FT	ST2E-EN05040	P	5P040	Ship	7					[Fed]	[TNG] [Fut]	[Cmd] [Cmd] [Stf] [Stf] [Stf]	Cloaking Device. 	Galaxy		10	11	10	When you complete a mission requiring Honor or Leadership, if this ship is at that mission, score 5 points (or score 10 points if that mission requires both).
Aftermath	R2	ST2E-EN06001	P	6P001	Dilemma	3	D													Randomly select three personnel.  If the total cost of those personnel is 4 or less, they are killed.  Otherwise, randomly select one of those personnel to be stopped.
Dignitaries and Witnesses	R2	ST2E-EN06002	P	6P002	Dilemma	4	D													Unless you have an Admiral or a General or 3 Leadership, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Eye to Eye	R2	ST2E-EN06003	P	6P003	Dilemma	4	D													Your opponent names a number.  Randomly select two personnel.  Each of those personnel that has an attribute matching that number is stopped.
Final Adventure	R2	ST2E-EN06004	P	6P004	Dilemma	3	D							Consume: 2. 						Your opponent names a number.  For each of your headquarters missions, randomly select a personnel who has a cost equal to that number to be killed and this dilemma returns to its owner's dilemma pile.
Full Security Alert	R2	ST2E-EN06005	P	6P005	Dilemma	3	D													Randomly select a Security personnel to be stopped.  If that personnel costs 2 or less, randomly select two other Security personnel to be stopped.
Hard Time	R2	ST2E-EN06006	P	6P006	Dilemma	3	D													Place this dilemma in your core.  Randomly select a personnel and place him or her on this dilemma.  At the start of your next turn, remove this dilemma from the game and return the personnel on it to his or her owner's hand.
Helpless	R2	ST2E-EN06007	P	6P007	Dilemma	2	P													Randomly select a personnel.  Unless he or she has at least one skill listed in this mission requirements, stop that personnel, then randomly select another personnel to be stopped.
Mr. Tricorder	R2	ST2E-EN06008	P	6P008	Dilemma	3	P													Your opponent chooses a personnel.  Unless you choose to place him or her aboard your ship at this mission, randomly select two personnel to be stopped.
Shipboard Fire	R2	ST2E-EN06009	P	6P009	Dilemma	1	S													Unless there are no damage markers on this ship, all your personnel are stopped.
The Three Vipers	R2	ST2E-EN06010	P	6P010	Dilemma	3	S													Unless you have Engineer and 2 Navigation or Astrometrics, Officer, and Science, all your personnel are stopped and this dilemma is placed on your ship.  Damage - At the start of each of your turns, discard a card from hand.
Unknown Microorganism	R2	ST2E-EN06011	P	6P011	Dilemma	3	P													Unless you have Biology, Medical, and Science or 2 Security and a non-Hand Weapon equipment, randomly select a personnel to be killed, all of your other personnel are stopped, and this dilemma returns to its owner's dilemma pile.
Urgency	R2	ST2E-EN06012	P	6P012	Dilemma	0	D							Consume: 1. 						Place this dilemma on this mission.  Each personnel may use no more than one skill during each dilemma he or she faces.  Each personnel may use no more thatn one skill to meet a mission's requirements.  At the end of this turn, this dilemma returns to its owner's dilemma pile.
Worn-Out Welcome	R2	ST2E-EN06013	P	6P013	Dilemma	3	D													Randomly select a personnel to be stopped.  Unless you have Anthropology and 2 Diplomacy or Transporters and 3 Treachery, place that personnel on one of your headquarters missions.
Adapted to Service Us	R2	ST2E-EN06014	P	6P014	Event	1														To play this event, you must command three [Bor] personnel.  Plays in your core.  When you win combat or an engagement involving your [Bor] personnel, you may discard the top card of your deck to take command of an opponent's event that has no cards on it.  (Move that event to your core.)
Biogenic Weapon	R2	ST2E-EN06015	P	6P015	Event	2														To play this event, you must command two [Fed][Maq] personnel.  Plays on a mission.  This mission cannot be attempted unless its owner has completed each other non-headquarters mission he or she commands.
Bustling with Activity	R2	ST2E-EN06016ab	P	6P016	Event	2														Plays in your core.  Each time you play a personnel at Mouth of the Wormhole, each player may discard a card from hand to download a personnel of the same affiliation as the played personnel.
Changed History	R2	ST2E-EN06017	P	6P017	Event	1								Temporal. 						Plays in your core.  When you win an engagement involving your [Bor] ship, you may reveal the top card of the loser's deck.  If it is a personnel you do not command, you may place him or her on that ship. (You now command that personnel).
Disadvantage Into Advantage	R2	ST2E-EN06018	P	6P018	Event	1														To play this event, you must command three [TNG] personnel.  Plays in your core.  The first unique personnel played each turn costs -2.
Distant Exploration	R2	ST2E-EN06019	P	6P019	Event	2														Plays on your headquarters mission.  When you complete a mission that has a different quadrant icon than this mission, score 5 points.
Friction	R2	ST2E-EN06020	P	6P020	Event	2														To play this event, you must command three [Dom] personnel.  Plays in your core.  When a player plays a non-Jem'Hadar personnel, that personnel is stopped.
Foresight	R2	ST2E-EN06021	P	6P021	Event	1														Plays in your core.  Order - Stop your [Bor] personnel to examine the top card of your deck, then place it on the top or bottom of your deck.
Guidance of the Council	R2	ST2E-EN06022	P	6P022	Event	0														Plays in your core.  When you play a Diplomacy personnel, you may download a Chancellor or High Council Member.
High Command “Motivation”	R2	ST2E-EN06023	P	6P023	Event	4														Plays in your core.  At the start of each of your turns, you may kill one of your [Car] personnel to spend a number of additional counters that turn equal to that personnel's cost.  If that personnel is unique, you may spend 1 more additional counter that turn.
Interstellar Treaty	R2	ST2E-EN06024	P	6P024	Event	4														To play this event, you must command two Diplomacy personnel.  Place a Diplomacy personnel from hand who costs 3 or less on your headquarters mission.  Destroy this event.
Invocation of Kosst Amojan	R2	ST2E-EN06025	P	6P025	Event	2								Pah-wraith. 						Discard a unique [Baj] personnel from hand to choose one: take two personnel from your discard pile into hand; or download a personnel.  Destroy this event.
Maquis Raid	R2	ST2E-EN06026	P	6P026	Event	0														To play this event, you must command two [Maq] ships.  Plays in your core.  When an opponent's personnel gains a skill as an effect of that opponent paying a cost, you may place a card from hand on this event.  When your [Maq] personnel is facing a dilemma, you may take a card on this event into hand to make that personnel gain a skill of your choice until the end of that dilemma.
Ohhhh! Nothing Happened!	R2	ST2E-EN06027	P	6P027	Event	1								Q. Temporal. 						Plays in your core.  When you play another Temporal card, you may destroy this event to name a dilemma.  Choose an opponent to take a copy of that dilemma from his or her dilemma pile and remove it from the game.  That opponent shuffles and replaces his or her dilemma pile face down.
