Name	Set	ImageFile	Rarity	Unique	Printable	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Optical Delusion	Unity	STVE-EN25003	V	N	Y	25V003	Dilemma	4	D														Unless you have Programming, 2 Security, and Transporters or a Hologram and Cunning>30, all your personnel are stopped and this dilemma is placed in your core. At the start of each of your opponent's Play and Draw Cards segments, he or she may download Under Siege and play it at cost -2.
The Big Goodbye	Unity	STVE-EN25004	V	N	Y	25V004	Dilemma	2	S														Randomly select a personnel to be stopped. Unless you have Diplomacy, Engineer, and Medical or Anthropology, Leadership, and Strength>30, that personnel is killed and all your personnel are stopped.
The Next Phase	Unity	STVE-EN25005	V	N	Y	25V005	Dilemma	3	D														Your opponent chooses one of his or her personnel that has been removed from the game. Unless you have the skills on that personnel or one of your personnel has total attributes>that personnel's total attributes, all your personnel are stopped.
1962 Roger Maris	Unity	STVE-EN25006	V	Y	Y	25V006	Event	2								Artifact.  Commodity. 							Order - Give command of this event to an opponent to take command of an event with no cards on it in that opponent's core and place it in your core.
Base Commerce	Unity	STVE-EN25007	V	Y	Y	25V007	Event	2															To play this event, you must command two Acquisition personnel. Plays in your core.Order - Download a Commodity. You may do this only once each turn.Order - Destroy this event to take command of up to three non-Artifact Commodity events you own in opponent's cores.
Felicium	Unity	STVE-EN25008	V	N	Y	25V008	Event	2								Commodity. 							While you command but do not own this event, each player's Acquisition personnel are Strength +1.
Habak	Unity	STVE-EN25009	V	N	Y	25V009	Event	2															To play this event, you must command a [Fed] [Maq] Anthropology personnel. Plays on your Region: Demilitarized Zone mission (limit one per mission). This mission is worth 5 more points.
Holodeck Arch	Unity	STVE-EN25010	V	N	Y	25V010	Event	1								Replicate - Discard two cards from hand.							Download a Hologram or a Holoprogram event. Destroy this event.
Hunters' Training Program	Unity	STVE-EN25011	V	Y	Y	25V011	Event	1								Holoprogram. 							Plays in your core. While there are three or more cards on this event, each of your Holograms is attributes +1.
Not Easily Taken	Unity	STVE-EN25012	V	Y	Y	25V012	Event	3															To play this event, you must command a [Fed] [Maq] Anthropology personnel. Plays in your core. While your [Maq] personnel is attempting a mission with an event on it, he or she is attributes +1. While an opponent's personnel is attempting a mission with an event on it, he or she is attributes -1.
Oo-mox	Unity	STVE-EN25013	V	N	Y	25V013	Event	3															To play this event, you must command Ferenginar. Plays in your core. Each of your [Fer] personnel is attributes +1. At the end of your turn, place this event beneath your Ferenginar.
Outmaneuvered	Unity	STVE-EN25014	V	N	Y	25V014	Event	2															To play this event, you must command three [Fed] [Maq] personnel. Plays on an opponent's mission. Personnel may not gain skills here.
Photons Be Free	Unity	STVE-EN25015	V	Y	Y	25V015	Event	1								Holoprogram. 							Plays in your core. While there are three or more cards on this event, the first Hologram personnel you play each turn is cost -2.
Tacking Into the Wind	Unity	STVE-EN25016	V	N	Y	25V016	Event	4															This event is cost -2 for each completed mission the opponent on your left commands. Choose one: download a ship; destroy an event; or shuffle up to ten cards that are personnel or ships from your discard pile into your deck. Remove this event from the game.
Tulaberry Wine	Unity	STVE-EN25017	V	N	Y	25V017	Event	2								Commodity. 							While you command but do not own this event, each player's Acquisition personnel are Cunning +1.
Evade Samaritan Snare	Unity	STVE-EN25018	V	Y	Y	25V018	Mission	0	S	3	30	A	Any affiliation (except [Bor]) may attempt this mission.						2 Engineer, Transporters, and (Honor and Integrity>30 or Treachery and Cunning>30)				When a player downloads an event or an interrupt, he or she must discard a card from hand for each headquarters mission he or she commands.
Fulfill Temporal Paradox	Unity	STVE-EN25019	V	Y	Y	25V019	Mission	0	P	2	30	G	[Baj] [Fed] [Kli]						Astrometrics, Honor, 2 Science, and Cunning>35				Each of your non-Human personnel at this mission is attributes +1.
Liberate Photonic Servants	Unity	STVE-EN25020	V	Y	Y	25V020	Mission	0	S	3	35	D	[Fed] [Kli] [NA]						Anthropology, Officer, Security, Treachery, and (Cunning>35 or Strength>35)				When your Hologram uses a skill to complete this mission, you may download a Hologram or a Holoprogram.
Resolve Trade Dispute	Unity	STVE-EN25021	V	Y	Y	25V021	Mission	0	S	3	35	G	[Dom] [Fed] [Fer]						Acquisition, Diplomacy, Security, and (Honor and Cunning>34 or Treachery and Strength>34)				When you play a Commodity event, if you have completed this mission, that event is cost -1.
Settle Holographic Colony	Unity	STVE-EN25022	V	Y	Y	25V022	Mission	0	P	2	35	D	[NA]						Engineer, Leadership, Programming, 3 Holograms, and Cunning>33				At the start of each of your turns, if you do not command a non-Hologram personnel, you may draw a card, then place a card from hand on your Holoprogram.
Paenol Resistance Soldier	Unity	STVE-EN25023	V	Y	Y	25V023	Personnel	3					Bajoran	[Stf][Pa]		Bajoran Resistance. 		Bajoran	Astrometrics Engineer Geology Science Security	6	6	6	When an opponent plays an interrupt, if you command Bajor and no other headquarters missions, you may lose 5 points to prevent that interrupt and place it in its owner's discard pile.
B'Elanna Torres Mostly Assimilated	Unity	STVE-EN25024	V	Y	Y	25V024	Personnel	3					Borg	[Stf]		Dissident. 		Borg	Engineer Physics Programming Transporters	5	6	7	While you command a [Bor] non-Dissident personnel, this personnel loses all of her skills and her next ability. When an event in your core is about to be destroyed by a card an opponent owns, you may stop this personnel to prevent that.
Eight of Eleven Laura	Unity	STVE-EN25025	V	Y	Y	25V025	Personnel	3					Borg	[AU]		Dissident. 		Borg	Biology Exobiology Medical	6	6	4	While you command a [Bor] non-Dissident personnel, this personnel loses all of her skills and her next ability. When your Dissident is about to be killed by a dilemma at a [DQ] mission, you may discard a card from hand and stop that personnel to prevent that.
Five of Twelve Axum	Unity	STVE-EN25026	V	Y	Y	25V026	Personnel	3					Borg	[Cmd][AU]		Dissident. 		Borg	Anthropology Biology Engineer Leadership Navigation Programming	5	6	6	While you command a [Bor] non-Dissident personnel, this personnel loses all of his skills and his next ability. When you play this personnel, you may download a Dissident.
Kathryn Janeway Mostly Assimilated	Unity	STVE-EN25027	V	Y	Y	25V027	Personnel	2					Borg	[Cmd]		Dissident. 		Borg	Diplomacy Engineer Leadership Science	6	6	5	While you command a [Bor] non-Dissident personnel, this personnel loses all of her skills and her next ability. When this personnel begins a mission attempt at a [DQ] mission, you may discard a card from hand to make her gain a skill of your choice until the end of the mission attempt.
Seven of Nine Annika	Unity	STVE-EN25028	V	Y	Y	25V028	Personnel	3					Borg	[Stf][AU]		Dissident. 		Borg	Astrometrics Engineer Exobiology Science	6	7	6	While you command a [Bor] non-Dissident personnel, this personnel loses all of her skills and her next ability. While this personnel is attempting a [DQ] mission, she and each Dissident personnel present are attributes +1.
Six of Ten Korok	Unity	STVE-EN25029	V	Y	Y	25V029	Personnel	4					Borg	[Cmd][AU]		Commander: Sphere 117. Dissident. General. 		Borg	Astrometrics Honor 2 Leadership Navigation Officer Security	7	5	6	While you command a [Bor] non-Dissident personnel, this personnel loses all of his skills and his next ability. While this personnel is facing a dilemma that does not require a skill at a [DQ] mission, he cannot be killed.
Tuvok Mostly Assimilated	Unity	STVE-EN25030	V	Y	Y	25V030	Personnel	3					Borg	[Stf]		Dissident. 		Borg	Anthropology Exobiology Security	6	7	7	While you command a [Bor] non-Dissident personnel, this personnel loses all of his skills and his next ability. While this personnel is facing a dilemma at a [DQ] mission, he gains Law, Leadership, Officer and Security.
Hanok Trade Minister	Unity	STVE-EN25031	V	Y	Y	25V031	Personnel	4					Dominion	[Cmd]				Karemma	Acquisition Engineer Honor Leadership Physics Security	6	6	6	When this personnel is facing a dilemma, you may give command of your Commodity event to an opponent to make up to two of your personnel present lose all their skills (except Acquisition) until the end of that dilemma.
Inglatu Tulaberry Merchant	Unity	STVE-EN25032	V	Y	Y	25V032	Personnel	2					Dominion	[Stf]				Dosi	Acquisition Anthropology Biology Diplomacy	5	5	7	When this personnel is facing a dilemma, you may give command of your Commodity event to an opponent to make him gain a skill required by that dilemma until the end of that mission attempt.
Ornithar First Minister	Unity	STVE-EN25033	V	Y	Y	25V033	Personnel	3					Dominion	[Cmd]				Karemma	Acquisition Astrometrics Law Navigation Science	5	5	5	When you play this personnel, you may give command of your Commodity event to an opponent. This personnel is attributes +1 for each different Commodity you own but an opponent commands (limit +3).
Zyree	Unity	STVE-EN25034	V	N	Y	25V034	Personnel	2					Dominion	[Stf]				Dosi	Acquisition Diplomacy Exobiology Programming	6	6	5	When you play this personnel, for each Commodity event you own but an opponent commands, she is cost -1.
Anhaica	Unity	STVE-EN25035	V	N	Y	25V035	Personnel	1					Federation	[Stf][Maq]				Human	Anthropology Medical Security	5	5	6	
Anthwara Leader of the Tribal Council	Unity	STVE-EN25036	V	Y	Y	25V036	Personnel	4					Federation	[Maq]				Human	Anthropology 2 Diplomacy Honor Law Leadership	7	6	3	When you are about to play an event on a mission, if you command For the Cause, you may play that event at cost -1 (or cost -2 if it is being played on a Region: Demilitarized Zone mission).
Boq'ta	Unity	STVE-EN25037	V	N	Y	25V037	Personnel	2					Federation	[Cmd][DS9]				Bolian	Archaeology Engineer Geology Science	6	5	6	While an opponent commands an Assault event, this personnel gains Diplomacy and Medical.
Guinan Battleship Bartender	Unity	STVE-EN25038	V	Y	Y	25V038	Personnel	6					Federation	[TNG][AU]				El-Aurian	Anthropology Exobiology Honor	7	7	4	When you play an [AU] [TNG] card at this mission, you may stop this personnel to make that card cost -2.
Jones	Unity	STVE-EN25039	V	N	Y	25V039	Personnel	2					Federation	[Stf][Voy]				Human	Exobiology Programming Science Treachery	4	6	5	When you play this personnel, you may lose 5 points to destroy an event in an opponent's core.
Kituhwa Tribal Historian	Unity	STVE-EN25040	V	Y	Y	25V040	Personnel	2					Federation	[Stf][Maq]				Human	Anthropology Archaeology Physics	6	5	6	When you are about to lose command of an event on your mission, you may stop this personnel and discard a [Maq] card from hand to return that event to its owner's hand.
Uhura Experience Technician	Unity	STVE-EN25041	V	Y	Y	25V041	Personnel	4					Federation	[Stf][TOS][Pa]				Human	Anthropology Engineer Honor Officer Programming	6	6	5	You may play this personnel at cost -2 to ignore her next ability. When you play this personnel, you may download an interrupt and/or a [TOS] Commander.
Wakasa Tribal Councilor	Unity	STVE-EN25042	V	Y	Y	25V042	Personnel	4					Federation	[Maq]				Human	Anthropology Diplomacy Engineer Geology Honor Programming	6	6	5	When this personnel is an eligible target for a random selection at a mission with an event on it, you may discard a random card from hand to exclude him and another [Maq] personnel present from that selection.
Worf Clandestine Staffer	Unity	STVE-EN25043	V	Y	Y	25V043	Personnel	4					Federation	[Cmd][DS9]				Klingon	Biology 2 Honor Navigation Security	8	5	8	You may play this personnel aboard your [TOS] ship. When an opponent plays an event that costs 2 or less, if this personnel is present with three [Pa] personnel, you may return this personnel to his owner's hand to prevent that event and place it in its owner's discard pile.
Jadzia Dax Tongo Player	Unity	STVE-EN25044	V	Y	Y	25V044	Personnel	2					Ferengi	[Cmd]		Host. 		Trill	Anthropology Astrometrics Science	6	7	6	While you command a [Fer] [DS9] personnel, you may play this personnel at Mouth of the Wormhole. When you play this personnel, you may download Tongo: Confront.
Iden Lustrous Demagogue	Unity	STVE-EN25045	V	Y	Y	25V045	Personnel	3					Non-Aligned			Commander: Olarra. 		Hologram	Anthropology Biology Exobiology Leadership Science Treachery	4	6	6	At the start of each of your turns, you may place a Hologram from hand on each Holoprogram event in your core, then draw an equal number of cards.
Kejal Radiant Mender	Unity	STVE-EN25046	V	Y	Y	25V046	Personnel	3					Non-Aligned					Hologram	Astrometrics Engineer Honor Programming Science Transporters	6	6	5	When a card an opponent owns is about to destroy your Holoprogram event, you may discard a Hologram from that event to prevent that.
The Doctor Brilliant Template	Unity	STVE-EN25047	V	Y	Y	25V047	Personnel	4					Non-Aligned	[Voy]				Hologram	Biology Exobiology Medical Programming Science	5	7	5	You may play Holograms from your Holoprogram events as if they were in your hand.
